sourceTaxonName,targetTaxonName,interactionTypeName,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Morone saxatilis,Syngnathus fuscus,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:3301,Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus fuscus,NA,NA,NA,NA,NA
Morone saxatilis,Tautoga onitis,eats,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:458,Actinopterygii | Perciformes | Labridae | Tautoga | Tautoga onitis,NA,NA,NA,NA,NA
Morone saxatilis,Tautoga onitis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Tautoga onitis,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:458,Actinopterygii | Perciformes | Labridae | Tautoga | Tautoga onitis,NA,NA,NA,NA,NA
Morone saxatilis,Urophycis regia,eats,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:1883,Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Morone saxatilis,Urophycis regia,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Urophycis regia,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:1883,Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Morone saxatilis,Zoarces americanus,eats,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:480,Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Morone saxatilis,Zoarces americanus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Zoarces americanus,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:480,Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Myoxocephalus aenaeus,Gadus morhua,NA,FBC:FB:SpecCode:4117,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus aenaeus,NA,WORMS:126436,Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Pisces | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer borealis,eats,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer borealis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer borealis,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer irroratus,eats,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer irroratus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer irroratus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Gadus morhua,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,WORMS:126436,Biota | Animalia | Chordata | Vertebrata | Gnathostomata | Pisces | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Hemitripterus americanus,eats,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:208239,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Hemitripteridae | Hemitripterus | Hemitripterus americanus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Hemitripterus americanus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Hemitripterus americanus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:208239,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Hemitripteridae | Hemitripterus | Hemitripterus americanus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Leucoraja erinacea,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:217228,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja erinacea,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Leucoraja ocellata,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:217218,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja ocellata,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Melanogrammus aeglefinus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Merluccius bilinearis,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:205098,Animalia | Chordata | Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,eats,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Pomatomus saltatrix,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:FB:SpecCode:364,Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Squalus acanthias,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Urophycis regia,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:206060,Animalia | Chordata | Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Zoarces americanus,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,EOL_V2:1015236,Animalia | Chordata | Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Myoxocephalus scorpioides,Mytilus edulis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Cancer irroratus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Carcinus maenas,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Gadus morhua,NA,FBC:FB:SpecCode:1329,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Homarus americanus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Hyas coarctatus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Hyas coarctatus,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,FBC:SLB:SpecCode:26932,Malacostraca | Decapoda | Oregoniidae | Hyas | Hyas coarctatus,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Melanogrammus aeglefinus,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Myoxocephalus scorpius,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Ophiopholis aculeata,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Pollachius virens,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Tautogolabrus adspersus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Asterias rubens,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Mytilus edulis,Buccinum undatum,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Callinectes sapidus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Mytilus edulis,Cancer borealis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Cancer borealis,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Mytilus edulis,Carcinus maenas,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Carcinus maenas,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Mytilus edulis,Centropristis striata,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,NA,NA,NA,NA
Mytilus edulis,Gadus morhua,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:206692,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Mytilus edulis,Homarus americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Homarus americanus,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Mytilus edulis,Melanogrammus aeglefinus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:212899,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Mytilus edulis,Morone saxatilis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Morone saxatilis,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Mytilus edulis,Mytilus edulis,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Mytilus edulis,Pholis gunnellus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:212353,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Mytilus edulis,Pollachius virens,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Mytilus edulis,Prionotus carolinus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:225774,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Mytilus edulis,Pseudopleuronectes americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Pseudopleuronectes americanus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:220101,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
Mytilus edulis,Scophthalmus aquosus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Mytilus edulis,Stenotomus chrysops,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:212966,Animalia | Chordata | Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Mytilus edulis,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Mytilus edulis,Tautoga onitis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Tautogolabrus adspersus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neverita duplicata,Prionotus carolinus,NA,FBC:SLB:SpecCode:4862,Gastropoda | Neotaenioglossa | Naticidae | Neverita | Neverita duplicata,NA,EOL_V2:225774,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Neverita duplicata,Scophthalmus aquosus,NA,FBC:SLB:SpecCode:4862,Gastropoda | Neotaenioglossa | Naticidae | Neverita | Neverita duplicata,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Octopus briareus,Callinectes sapidus,eats,EOL:492284,Animalia | Mollusca | Cephalopoda | Octopoda | Octopodoidea | Octopodidae | Octopus | Octopus briareus,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Octopus briareus,Callinectes sapidus,NA,EOL:492284,Animalia | Mollusca | Cephalopoda | Octopoda | Octopodoidea | Octopodidae | Octopus | Octopus briareus,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Octopus vulgaris,Carcinus maenas,eats,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Octopus vulgaris,Octopus vulgaris,eats,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,NA,NA,NA,NA
Octopus vulgaris,Octopus vulgaris,NA,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,NA,NA,NA,NA
Ophiopholis aculeata,Asterias rubens,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Ophiopholis aculeata,Cancer borealis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiopholis aculeata,Crossaster papposus,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,NA,NA,NA,NA
Ophiopholis aculeata,Cyclopterus lumpus,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,EOL_V2:1011820,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cyclopteridae | Cyclopterus | Cyclopterus lumpus,NA,NA,NA,NA,NA
Ophiopholis aculeata,Gadus morhua,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Ophiopholis aculeata,Homarus americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiopholis aculeata,Homarus americanus,NA,EOL:598273,Animalia | Echinodermata | Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Ophiopholis aculeata,Melanogrammus aeglefinus,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,FBC:FB:SpecCode:1381,Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Ophiopholis aculeata,Myoxocephalus scorpius,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Ophiopholis aculeata,Pseudopleuronectes americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiopholis aculeata,Zoarces americanus,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,FBC:FB:SpecCode:480,Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Ostrea edulis,Asterias rubens,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrea edulis,Buccinum undatum,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrea edulis,Carcinus maenas,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrea edulis,Crepidula fornicata,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovalipes ocellatus,Crepidula fornicata,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovalipes ocellatus,Mytilus edulis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ovalipes ocellatus,Tautoga onitis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmaria palmata,Buccinum undatum,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Palmaria palmata,Carcinus maenas,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Palmaria palmata,Pseudopleuronectes americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmaria palmata,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmaria palmata,Strongylocentrotus droebachiensis,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Paralichthys dentatus,Callinectes sapidus,eats,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Paralichthys dentatus,Callinectes sapidus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paralichthys dentatus,Callinectes sapidus,NA,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Paralichthys dentatus,Cancer borealis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paralichthys dentatus,Cancer irroratus,eats,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Paralichthys dentatus,Cancer irroratus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paralichthys dentatus,Hemitripterus americanus,NA,EOL_V2:204043,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,EOL_V2:208239,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Hemitripteridae | Hemitripterus | Hemitripterus americanus,NA,NA,NA,NA,NA
